Opportunity_ID,Target
10884,0.22206755
10885,0.85647464
10886,0.91043204
10887,0.054899786
10888,0.74890447
10889,0.9256492
10890,0.74890447
10891,0.8181483
10892,0.770887
10893,0.0050409017
10894,0.77445227
10895,0.77968705
10896,0.8930635
10897,0.861938
10898,0.0046639317
10899,0.77947724
10900,0.93721443
10901,0.91030645
10902,0.37105316
10903,0.0018798278
10904,0.84323424
10905,0.8291539
10906,0.80902994
10907,0.7978129
10908,0.0016344899
10909,0.67764944
10910,0.0009965807
10911,0.86285055
10912,0.8494665
10913,0.68118954
10914,0.0099344915
10915,0.93434393
10916,0.76913834
10917,0.3114864
10918,0.61603856
10919,0.018324241
10920,0.8704866
10921,0.88662195
10922,0.22474931
10923,0.91265476
10924,0.92544055
10925,0.69609636
10926,0.003916291
10927,0.0012633211
10928,0.682675
10929,0.666171
10930,0.65215373
10931,0.90863687
10932,0.97362876
10933,0.86655754
10934,0.6319357
10935,0.5772197
10936,0.68514216
10937,0.002900968
10938,0.08755156
10939,0.6798966
10940,0.7382646
10941,0.0027068355
10942,0.0024605703
10943,0.003701808
10944,0.001457857
10945,0.21681552
10946,0.81159395
10947,0.3306385
10948,0.28683338
10949,0.5103637
10950,0.0018738911
10951,0.0033132648
10952,0.61155826
10953,0.020867009
10954,0.4487026
10955,0.033889703
10956,0.030662943
10957,0.033889703
10958,0.030662943
10959,0.0027760814
10960,0.86285055
10961,0.6869728
10962,0.0059993123
10963,0.0016324245
10964,0.85714525
10965,0.0029274137
10966,0.67152435
10967,0.77857697
10968,0.002679084
10969,0.7999847
10970,0.35436907
10971,0.8084976
10972,0.06759881
10973,0.46224093
10974,0.14384402
10975,0.9661025
10976,0.9633748
10977,0.9710949
10978,0.43197396
10979,0.8690426
10980,0.49018124
10981,0.5151886
10982,0.41392216
10983,0.39107332
10984,0.008971924
10985,0.00049925444
10986,0.8504385
10987,0.8472715
10988,0.0022130946
10989,0.046947088
10990,0.06698914
10991,0.0114184525
10992,0.00023076225
10993,0.97570807
10994,0.004000164
10995,0.6937442
10996,0.5266398
10997,0.10346375
10998,0.97008574
10999,0.5458813
11000,0.0011811295
11001,0.3183752
11002,0.5560401
11003,0.0050663855
11004,0.70471954
11005,0.18142745
11006,0.1618037
11007,0.96455806
11008,0.004088629
11009,0.98177
11010,0.9680121
11011,0.65969884
11012,0.74093395
11013,0.109123714
11014,0.7503392
11015,0.35661495
11016,0.0024913764
11017,0.71291035
11018,0.15119575
11019,0.8129553
11020,0.09280243
11021,0.5141163
11022,0.80198205
11023,0.80277556
11024,0.23375954
11025,0.858283
11026,0.8067207
11027,0.7982189
11028,0.28335926
11029,0.8593491
11030,0.29570618
11031,0.96949065
11032,0.6495198
11033,0.9891482
11034,0.0020500703
11035,0.0008197595
11036,0.70461255
11037,0.5571472
11038,0.770294
11039,0.9147204
11040,0.006105364
11041,0.8709885
11042,0.62684375
11043,0.736829
11044,0.7418523
11045,0.002980276
11046,0.42211267
11047,0.7546437
11048,0.663994
11049,0.21998535
11050,0.8129278
11051,0.7420164
11052,0.0021917068
11053,0.007857926
11054,0.0038056618
11055,0.08532143
11056,0.005484893
11057,0.5663747
11058,0.0018569281
11059,0.27839503
11060,0.45521683
11061,0.38334182
11062,0.0015609792
11063,0.8564033
11064,0.82421046
11065,0.9463661
11066,0.77380526
11067,0.28673497
11068,0.7480251
11069,0.004621071
11070,0.8912857
11071,0.013415929
11072,0.8049348
11073,0.7678524
11074,0.93301153
11075,0.20786557
11076,0.65548396
11077,0.57237613
11078,0.76575416
11079,0.7267853
11080,0.5038028
11081,0.7465171
11082,0.0036960617
11083,0.0028279326
11084,0.0025237314
11085,0.6668614
11086,0.7097468
11087,0.9805325
11088,0.0022653781
11089,0.0008842132
11090,0.002374025
11091,0.4503206
11092,0.50758004
11093,0.67679346
11094,0.6563199
11095,0.76794153
11096,0.76794153
11097,0.057249244
11098,0.14610751
11099,0.40386993
11100,0.57205385
11101,0.46242848
11102,0.20515844
11103,0.49194184
11104,0.77357864
11105,0.0073727113
11106,0.0013498116
11107,0.00298174
11108,0.9282529
11109,0.76691765
11110,0.9095587
11222,0.609405
11223,0.90797496
11224,0.8337268
11225,0.0012737202
11226,0.90191346
11227,0.00043557407
11228,0.3162157
11229,0.9157761
11230,0.7815087
11231,0.5501594
11232,0.2802221
11233,0.9657539
11234,0.95958185
11235,0.0012611126
11236,0.980232
11237,0.028418142
11238,0.70471954
11239,0.0035479765
11240,0.002566868
11241,0.767586
11242,0.83271307
11243,0.21406339
11244,0.0008765582
11245,0.8917296
11246,0.0014565998
11247,0.0035364642
11248,0.8237331
11249,0.9062176
11250,0.027553132
11251,0.79973686
11252,0.18652442
11253,0.67059433
11254,0.5404678
11255,0.8846486
11256,0.9802025
11257,0.00097081234
11258,0.0012446068
11259,0.947702
11260,0.9718998
11261,0.084679484
11262,0.9865155
11263,0.97601765
11264,0.53869516
11265,0.0039524436
11266,0.0001319136
11267,0.82202256
11268,0.82799745
11269,0.031211594
11270,0.20361415
11271,0.001988972
11272,0.5267079
11273,0.8495892
11274,0.8499377
11275,0.9069995
11276,0.8564033
11277,0.8880537
11278,0.069837384
11279,0.041959103
11280,0.9060918
11281,0.3406647
11282,0.843641
11283,0.046112027
11284,0.13536814
11285,0.44666955
11286,0.32453245
11287,0.9723042
11288,0.69112533
11289,0.6806341
11290,0.7590349
11291,0.21158408
11292,0.0052264887
11293,0.85499626
11294,0.0042922287
11295,0.7843603
11296,0.0013553435
11297,0.00032463387
11298,0.482488
11299,0.8702976
11300,0.44239074
11301,0.69261074
11302,0.13073613
11303,0.843421
11304,0.70156384
11305,0.009433059
11306,0.002995566
11307,0.0013862137
11308,0.8340239
11309,0.7288298
11310,0.5624905
11311,0.35100275
11312,0.383817
11313,0.49018124
11314,0.003986162
11315,0.0031487604
11316,0.8003587
11317,0.11830984
11318,0.6745664
11319,0.8034398
11320,0.81242687
11321,0.5052447
11322,0.84456336
11323,0.92956865
11324,0.87103355
11325,0.002107308
11326,0.006641603
11327,0.0047056316
11328,0.55933523
11329,0.0013786086
11330,0.0034950834
11331,0.055217918
11332,0.7962205
11333,0.8896345
11334,0.8143175
11335,0.8145469
11336,0.17796572
11337,0.8148934
11338,0.50631315
11339,0.3998541
11340,0.031718135
11341,0.0011607612
11342,0.89787227
11343,0.5395011
11344,0.5417959
11345,0.7811387
11346,8.370698e-05
11347,0.32913297
11348,0.908733
11349,0.76227957
11350,0.0020635545
11351,0.0004840636
11352,0.8253831
11353,0.94140345
11354,0.0039258003
11355,0.008359995
11356,0.5511366
11357,0.9024171
11358,0.0039002614
11359,0.0004599425
11360,0.3123308
11361,0.55660784
11362,0.482488
11363,0.0026356382
11364,0.0001707078
11365,0.8607562
11366,0.9563603
11367,0.0028347718
11368,0.75029355
11369,0.0018690919
11370,0.8736107
11371,0.87144643
11372,0.73439264
11373,0.0025959676
11374,0.13069537
11375,0.85340357
11376,0.28058288
11377,0.17845663
11378,0.23849946
11379,0.5773754
11380,0.29011986
11381,0.55504173
11382,0.89801943
11383,0.9565489
11384,0.90324354
11385,0.0007634196
11386,0.7829004
11387,0.1425119
11388,0.9641422
11389,0.0028881964
11390,0.007857926
11391,0.007857926
11392,0.009521591
11393,0.853487
11394,0.92383516
11395,0.41672406
11396,0.45250684
11397,0.33706206
11398,0.4493448
11399,0.6766634
11400,0.9173475
11401,0.45093468
11402,0.26995057
11403,0.04401585
11404,0.004416531
11405,0.004416531
11406,0.0013889173
11407,0.8825464
11408,0.81346256
11409,0.55931616
11410,0.0016097104
11411,0.83616626
11412,0.70471954
11413,0.67571396
11414,0.97768116
11415,0.00044428377
11416,0.8232105
11417,0.72334653
11418,0.100512214
11419,0.96470857
11420,0.609958
11421,0.0052251723
11422,0.0016344899
11423,0.6643062
11424,0.82748824
11425,0.83261955
11426,0.82424134
11427,0.8266654
11428,0.00089654326
11429,0.0008263261
11430,0.0010539729
11431,0.0016187385
11432,0.0016187385
11433,0.0020598206
11434,0.002612014
11435,0.7763118
11436,0.041566703
11437,0.58955514
11438,0.00028543113
11439,0.9861048
11440,0.8901948
11441,0.31590435
11442,0.0053579644
11443,0.43010923
11444,0.10295306
11445,0.8339449
11446,0.9258846
11447,0.002277569
11448,0.0016126435
11449,0.0016642427
11450,0.43288088
11451,0.3506116
11452,0.48085392
11453,0.27122617
11454,0.4474768
11455,0.004207163
11456,0.7518987
11457,0.48739737
11458,0.042255405
11459,9.279672e-05
11460,0.003288189
11461,0.08979283
11462,0.22012942
11463,0.060116276
11464,0.1433671
11465,0.2094543
11466,0.2359967
11467,0.2256138
11468,0.086164825
11469,0.11866136
11470,0.4272434
11471,0.7383315
11472,0.81004184
11473,0.9575065
11474,0.76706403
11475,0.76195514
11476,0.5641761
11477,0.8748958
11478,0.98314226
11479,0.45533082
11480,0.0010957876
11481,0.0008508591
11482,0.00088638323
11483,0.004480678
11484,0.0017588682
11485,0.007289851
11486,0.0056499504
11487,0.000108418426
11488,0.9033876
11489,0.8185715
11490,0.06410384
11491,0.14491399
11492,0.2515368
11493,0.07720704
11494,0.06435721
11495,0.025377892
11496,0.0030760805
11497,0.7387966
11498,0.00045445623
11499,0.104041584
11500,0.80272377
11501,0.88899404
11502,0.6367552
11503,0.7176786
11504,0.54457206
11505,0.7939204
11506,0.8930461
11507,0.603354
11508,0.90333694
11509,0.6162247
11510,0.12308234
11511,0.8548574
11512,0.87103355
11513,0.651179
11514,0.9714192
11515,0.11345927
11516,0.7627968
11517,0.40044987
11518,0.002936547
11519,0.94827986
11520,0.76850957
11521,0.8978646
11522,0.8574306
11523,0.002387541
11524,0.91790146
11525,0.91790146
11526,0.91790146
11527,0.91790146
11528,0.9770055
11529,0.47731355
11530,0.003371398
11531,0.0045377016
11532,0.7330676
11533,0.521907
11534,0.6848709
11535,0.8368249
11536,0.67466646
11537,0.5257224
11538,0.0043636374
11539,0.7702875
11540,0.8670972
11541,0.027781023
11542,0.47731355
11543,0.8880936
11544,0.43591848
11545,0.23160687
11546,0.33283034
11547,0.39272693
11548,0.33966795
11549,0.3474365
11550,0.0028289317
11551,0.8638437
11552,0.25173053
11553,0.02337917
11554,0.20817202
11555,0.0025645103
11556,0.0031696819
11557,0.33625805
11558,0.078282356
11559,0.21164833
11560,0.05845361
11561,0.009652487
11562,0.003306724
11563,0.8517505
11564,0.7067073
11565,0.83606374
11566,0.10083425
11567,0.8530244
11568,0.49420488
11569,0.43543237
11570,0.21615805
11571,0.490512
11572,0.010768514
11573,0.013717797
11574,0.61641496
11575,0.83939505
11576,0.48088634
11577,0.65781343
11578,0.24675953
11579,0.0029416825
11580,0.9275946
11581,0.8997648
11582,0.85133207
11583,0.94113696
11584,0.6507398
11585,0.54688233
11586,0.8223932
11587,0.9854277
11588,0.9554487
11589,0.93014586
11590,0.07430879
11591,0.0708975
11592,0.07173485
11594,0.8675805
11595,0.95920026
11596,0.86797494
11597,0.79753965
11598,0.87103355
11599,0.8548574
11600,0.78161013
11601,0.89507186
11602,0.8269787
11603,0.0027902897
11604,0.35732624
11605,0.5568967
11606,0.29517764
11607,0.34896344
11608,0.0025006807
11609,0.00675506
11610,0.0027114064
11611,0.4201852
11612,0.32735485
11613,0.30173963
11614,0.69254714
11615,0.067952715
11616,0.08287886
11617,0.23137778
11618,0.025574867
11619,0.0005522694
11620,0.7863056
11621,0.0033118653
11622,0.1743663
11623,0.00075597636
11624,0.96724856
11625,0.0028865214
11626,0.7728645
11627,0.7165881
11628,0.50337625
11629,0.24842633
11630,0.41785976
11631,0.8772962
11632,0.9378234
11633,0.81890947
11634,0.0047365623
11635,0.0041517033
11636,0.81503934
11637,0.015706098
11638,0.7521422
11639,0.0019879567
11640,0.95204353
11641,0.18077438
11642,0.103010856
11643,0.8881808
11644,0.8480856
11645,0.8373557
11646,0.96999323
11647,0.0009896293
11648,0.051007114
11649,0.34464625
11650,0.78099006
11651,0.878139
11652,0.445764
11653,0.46534166
11654,0.9727845
11655,0.92570895
11656,0.40897056
11657,0.81672096
11658,0.8559849
11659,0.843641
11660,0.0030786626
11661,0.9680121
11662,0.7498118
11663,0.9827671
11664,0.0031267325
11665,0.003297656
11666,0.8167181
11668,0.00799287
11669,0.0033783314
11670,0.5134828
11671,0.5498035
11672,0.69182193
11673,0.4584005
11674,0.8983796
11675,0.52489686
11676,0.43061206
11677,0.62841636
11678,0.62841636
11679,0.0041026697
11680,0.0011707844
11681,0.021634305
11682,0.002078446
11683,0.0051442725
11684,0.0002299235
11685,0.004429909
11686,0.00032151316
11687,0.45306474
11688,0.241685
11689,0.0011302884
11690,0.00023492362
11691,0.0015099527
11692,0.0035946663
11693,0.00044396118
11694,0.16379477
11695,0.5368315
11696,0.9633681
11697,0.79572767
11698,0.0025690566
11699,0.52465934
11700,0.9554487
11701,0.0042686155
11702,0.89126533
11703,0.0017128444
11704,0.0021668216
11705,0.65517074
11706,0.0005011807
11707,0.87103355
11708,0.84461194
11709,0.8923344
11710,0.8121493
11711,0.7609314
11712,0.73874545
11713,0.8470538
11714,0.0021190343
11715,0.0019720485
11716,0.0007445552
11717,0.7306418
11718,0.5896674
11719,0.041975323
11720,0.042584956
11721,0.9827671
11722,0.30492532
11723,0.93255395
11724,0.23100784
11725,0.54425097
11726,0.19856872
11727,0.72009885
11728,0.6579283
11729,0.6977311
11730,0.85183537
11731,0.42753723
11732,0.20026597
11733,0.9269808
11734,0.8604191
11735,0.7336369
11736,0.98992187
11737,0.69182765
11738,0.29265553
11739,0.009810679
11740,0.1325801
11741,0.470993
11742,0.785538
11743,0.21132721
11744,0.4160102
11745,0.3560002
11746,0.22094388
11747,0.55340815
11748,0.00016542658
11749,0.5609158
11750,0.8103639
11751,0.47324494
11752,0.46617544
11753,0.46617544
11754,0.35496506
11755,0.59448224
11756,0.5092123
11757,0.08531264
11758,0.49628264
11759,0.9177873
11760,0.7681344
11761,0.00628602
11762,0.002794512
11763,0.7994351
11764,0.8056312
11765,0.3352599
11766,0.8266654
11767,0.0017907361
11768,0.87103355
11769,0.9112694
11770,0.095173284
11771,0.89507186
11772,0.74670446
11773,0.6763031
11774,0.8121467
11775,0.8121467
11776,0.8121467
11777,0.7336369
11778,0.69298345
11779,8.1024176e-05
11780,0.87785864
11781,0.2962329
11782,0.8954636
11783,0.50738055
11784,0.003455385
11785,0.89703065
11786,0.08562627
11787,0.72715974
11788,0.2597051
11789,0.6484077
11790,0.5914443
11791,0.0061554275
11792,0.046502624
11793,0.052840933
11794,0.8972032
11795,0.628944
11796,0.8611549
11797,0.77351034
11798,0.1710902
11799,0.7193702
11800,0.9005166
11801,0.74172235
11802,0.8896747
11803,0.89889973
11804,0.5506815
11805,0.83172566
11806,0.63614863
11807,0.92693627
11808,0.0016366108
11809,0.53348327
11810,0.4013851
11811,0.98421997
11812,0.42917228
11813,0.0057294616
11814,0.9426606
11815,0.28860027
11816,0.030028414
11817,0.16571166
11818,0.08050358
11819,0.62333244
11820,0.7663091
11821,0.7182816
11822,0.796427
11823,0.03315959
11824,0.5562454
11825,0.00029513772
11826,0.1710902
11827,0.11359812
11828,0.25998425
11829,0.85432327
11830,0.197001
11831,0.8121467
11832,0.75446874
11833,0.75446874
11834,0.048599977
11835,0.75446874
11836,0.75446874
11837,0.75446874
11838,0.75446874
11839,0.75446874
11840,0.75446874
11841,0.14351855
11842,0.032672584
11843,0.89909166
11844,0.75446874
11845,0.75446874
11846,0.75446874
11847,0.75446874
11848,0.75446874
11849,0.75446874
11850,0.75446874
11851,0.75446874
11852,0.75446874
11853,0.6105277
11854,0.6105277
11855,0.6105277
11856,0.0011834889
11857,0.0026788828
11858,0.96098727
11859,0.0074549573
11860,0.75446874
11861,0.15037277
11862,0.47324494
11863,0.47324494
11864,0.46617544
11865,0.46617544
11866,0.46617544
11867,0.46617544
11868,0.9770055
11869,0.49444672
11870,0.27274698
11871,0.060464174
11872,0.92401844
11873,0.9736476
11874,0.9476143
11875,0.10959091
11876,0.46420482
11877,0.033356376
11878,0.0029518984
11879,0.95016783
11880,0.1449882
11881,0.095828414
11882,0.1905694
11883,0.67813647
11884,0.5242137
11885,0.43659106
11886,0.84016544
11887,0.8389082
11888,0.7773136
11889,0.0738138
11890,0.54517335
11891,0.17267716
11892,0.17267716
11893,0.17267716
11894,0.17267716
11895,0.060894296
11896,0.9395223
11897,0.8661792
11898,0.25517654
11899,0.3825578
11900,0.8892678
11901,0.87561744
11902,0.85003304
11903,0.6972907
11904,0.8383583
11905,0.8121227
11906,0.6467577
11907,0.8121227
11908,0.7881547
11909,0.14283559
11910,0.14283559
11911,0.8415957
11912,0.8718815
11913,0.71992254
11914,0.7342603
11915,0.88818604
11916,0.7928817
11917,0.0007680887
11918,0.89186925
11919,0.8116438
11920,0.5769046
11921,0.93006706
11922,0.86161625
11923,0.74743193
11924,0.002066345
11925,0.006005688
11926,0.761844
11927,0.71028465
11928,0.71498644
11929,0.71498644
11930,0.71498644
11931,0.4442879
11932,0.20750642
11933,0.9693173
11934,0.0032501859
11935,0.903014
11936,0.79712737
11937,0.9693561
11938,0.9706734
11939,0.93137676
11940,0.33264837
11941,0.82577
11942,0.0011653806
11943,0.4514198
11944,0.61445296
11945,0.003290728
11946,0.0025069665
11947,0.187049
11948,0.45914274
11949,0.31989092
11950,0.023199502
11951,0.4432207
11952,0.84648013
11953,0.9258906
11954,0.61118037
11955,0.68336785
11956,0.0032392761
11957,0.037658736
11958,0.09174729
11959,0.14283559
11960,0.9274459
11961,0.60711473
11962,0.81004184
11963,0.80304074
11964,0.8944502
11965,0.8539465
11966,0.7390463
11967,0.8492368
11968,0.96794754
11969,0.6885367
11970,0.6024554
11971,0.053755548
11972,0.8916912
11973,0.4528755
11974,0.9258906
11975,0.9773447
11976,0.9588769
11977,0.4687028
11978,0.64067817
11979,0.011464197
11980,0.9667531
11981,0.49666774
11982,0.8281397
11983,0.0015387008
11984,0.0020498605
11985,0.94054055
11986,0.4061379
11987,0.68361086
11988,0.76287436
11989,0.9177339
11990,0.60373354
11991,0.9262505
11992,0.9251045
11993,0.6370748
11994,0.877982
11995,0.0028199847
11996,0.6557537
11997,0.9315346
11998,0.79704285
11999,0.9680121
12000,0.9337827
12001,0.50181645
12002,0.001956651
12003,0.7596262
12004,0.44318846
12005,0.87967455
12006,0.8408649
12007,0.8611549
12008,0.80462575
12009,0.8327618
12010,0.8814211
12011,0.79078174
12012,0.0034508018
12013,0.87961787
12014,0.9285967
12015,0.96369207
12016,0.4492228
12017,0.9394215
12018,0.0018825022
12019,0.7740569
12020,0.5492183
12021,0.69125277
12022,0.00023866206
12023,0.5821752
12024,0.88365394
12025,0.002498354
12026,0.41970733
12027,0.1905458
12028,0.58373964
12029,0.8028644
12030,0.8043248
12031,0.4195556
12032,0.83382416
12033,0.003479459
12034,0.34487805
12035,0.58235806
12036,0.5853152
12037,0.75944734
12038,0.6193663
12039,0.5738596
12040,0.061794773
12041,0.32507133
12042,0.40496862
12043,0.9227479
12044,0.8667742
12045,0.92352086
12046,0.87039894
12047,0.88950276
12048,0.49450386
12049,0.9650284
12050,0.06766554
12051,0.0057914783
12052,0.0017892196
12053,0.031646702
12054,0.0021718163
12055,0.457368
12056,0.0007977111
12057,0.5747949
12058,0.38161066
12059,0.10613142
12060,0.75585026
12061,0.9186924
12062,0.91572374
12063,0.9280375
12064,0.40995225
12065,0.8750405
12066,0.8133316
12067,0.8133316
12068,0.8133316
12069,0.8133316
12070,0.066208765
12071,0.0018291918
12072,0.7754473
12073,0.97540295
12074,0.6700447
12075,0.95945036
12076,0.9436947
12077,0.9476143
12078,0.8283007
12079,0.74679756
12080,0.5095076
12081,0.75991434
12082,0.7265573
12083,0.7265573
12084,0.062497705
12085,0.97175354
12086,0.39609772
12087,0.88881844
12088,0.8463175
12089,0.21251877
12090,0.655048
12091,0.54789466
12092,0.49018124
12093,0.6315146
12094,0.32841602
12095,0.74313676
12096,0.52174085
12097,0.33663264
12098,0.6060712
12099,0.7987851
12100,0.622053
12101,0.70508516
12102,0.8152127
12103,0.95204353
12104,0.0020301812
12105,0.4414141
12106,0.83453244
12107,0.2598933
12108,0.5082619
12109,0.5082619
12110,0.61878276
12111,0.88458174
12112,0.60603356
12113,0.86346686
12114,0.5219854
12115,0.76952994
12116,0.76952994
12117,0.7114358
12118,0.6070284
12119,0.68236214
12120,0.78990656
12121,0.98434305
12122,0.7336369
12123,0.7336369
12124,0.77380526
12125,0.8044487
12126,0.8103639
12127,0.9274459
12128,0.5853152
12129,0.72691494
12130,0.9092802
12131,0.8582706
12132,0.94373333
12133,0.7780933
12134,0.39631155
12135,0.55525464
12136,0.74605453
12137,0.007872672
12138,0.463467
12139,0.010014559
12140,0.30895555
12141,0.45008728
12142,0.88056606
12143,0.93485636
12144,0.9232394
12145,0.9145916
12146,0.702056
12147,0.702056
12148,0.7658793
12149,0.80331635
12150,0.87278736
12151,0.8151971
12152,0.9370313
12153,0.1206001
12154,0.2746979
12155,0.52680296
12156,0.8241609
12157,0.5611695
12158,0.6056968
12159,0.55642843
12160,0.8152621
12161,0.45381162
12162,0.46610814
12163,0.5293876
12164,0.0016313066
12165,0.7985901
12166,0.0027508866
12167,0.9845755
12168,0.07651676
12169,0.6435777
12170,0.95365727
12171,0.9394146
12172,0.79017776
12173,0.86248267
12174,0.49055618
12175,0.8704866
12176,0.7097473
12177,0.76188236
12178,0.4268235
12179,0.513455
12180,0.41609466
12181,0.67343134
12182,0.43201745
12183,0.3790293
12184,0.09293881
12185,0.0014556512
12186,0.89204687
12187,0.88236016
12188,0.67364436
12189,0.8875162
12190,0.001993093
12191,0.5149475
12192,0.57968515
12193,0.7594134
12194,0.0055638035
12195,0.50734216
12196,0.35178864
12197,0.35178864
12198,0.35178864
12199,0.35178864
12200,0.34732968
12201,0.7975271
12202,0.50734216
12203,0.35178864
12204,0.35178864
12205,0.55343455
12206,0.48770365
12207,0.35178864
12208,0.35178864
12209,0.6602058
12210,0.47441736
12211,0.74441636
12212,0.8044487
12213,0.8789402
12214,0.88732433
12215,0.8641644
12216,0.8308624
12217,0.84267074
12218,0.0061418284
12219,0.8789402
12220,0.0636761
12221,0.79347986
12222,0.50576323
12223,0.8735927
12224,0.68719137
12225,0.721403
12226,0.941317
12227,0.9273212
12228,0.16339926
12229,0.6009965
12230,0.7689147
12231,0.5837855
12232,0.8818027
12233,0.6696722
12234,0.22349854
12235,0.4223473
12236,0.8598375
12237,0.85591257
12238,0.36207062
12239,0.9476143
12240,0.49180934
12241,0.13606212
12242,0.88546634
12243,0.0002695606
12244,0.49999672
12245,0.87584126
12246,0.9733593
12247,0.86049193
12248,0.87243605
12249,0.68663484
12250,0.77783936
12251,0.91790146
12252,0.44670096
12253,0.27150008
12254,0.96915686
12255,0.3236322
12256,0.35845524
12257,0.77039695
12258,0.6413107
12259,0.52489686
12260,0.9327579
12261,0.8899324
12262,0.48493245
12263,0.71931916
12264,0.81438875
12265,0.7433148
12266,0.32013163
12267,0.6451258
12268,0.5567165
12269,0.5355968
12270,0.7250127
12271,0.74731237
12272,0.6531389
12273,0.8790803
12274,0.6506798
12275,0.7827485
12276,0.69990975
12277,0.9267948
12278,0.8022139
12279,0.8071276
12280,0.46032932
12281,0.23008487
12282,0.83926904
12283,0.87180525
12284,0.1067782
12285,0.1067782
12286,0.47600934
12287,0.579629
12288,0.5406543
12289,0.8416435
12290,0.4917727
12291,0.5495335
12292,0.90455645
12293,0.98818517
12294,0.9132552
12295,0.5912619
12296,0.44474676
12297,0.21229802
12298,0.84776145
12299,0.019051814
12300,0.6794724
12301,0.8225474
12302,0.8121467
12303,0.9790982
12304,0.97831625
12305,0.70584184
12306,0.00080104294
12307,0.69182765
12308,0.6420749
12309,0.104896024
12310,0.832502
12311,0.83271265
12312,0.32240444
12313,0.72706735
12314,0.8689339
12315,0.72706735
12316,0.092788495
12317,0.6793745
12318,0.33539218
12319,0.0019434949
12320,0.042424355
12321,0.1354165
12322,0.19531906
12323,0.2731804
12324,0.11696367
12325,0.30909517
12326,0.33829096
12327,0.05779141
12328,0.3579244
12329,0.1354165
12330,0.30763304
12331,0.03930377
12332,0.036384508
12333,0.17897159
12334,0.044283796
12335,0.11696367
12336,0.034314025
12337,0.052792374
12338,0.16275108
